
----
./data/060618/rapid-response-007_reports/chrf_rna_0002_s2.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
22	26	1834	Viruses	687331	0.0	-100.0	0.0	-0.0	Simian torque teno virus	0.0	0.1	99.0	0.3	0.4	Torque teno virus 24	0.5	Torque teno virus 24	0.0	8.63582716831227e-05
23	20	163	Bacteria	1847725	0.1	-0.2	0.1	-0.2	Lawsonella clevelandensis	0.4	0.3	-0.2	0.3	-0.2	Lawsonella clevelandensis	0.2	Lawsonella clevelandensis	1.875644752883803e-05	8.63582716831227e-05
24	21	138	Bacteria	48736	0.1	-0.3	0.1	-0.3	Ralstonia pickettii	0.1	0.2	-0.3	0.3	-0.3	Ralstonia pickettii	0.2	Ralstonia pickettii	1.875644752883803e-05	8.63582716831227e-05



----
./data/060618/rapid-response-007_reports/chrf_rna_0064_s64.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1301	1195.6	2.5	1318.7	0.7	Streptococcus pneumoniae	627.6	2094.8	4.6	3008.2	1.8	Streptococcus pneumoniae	1295.5	Streptococcus pneumoniae	0.9987881542073772	0.9935922843176113
1	1	5	Bacteria	1912216	0.1	-0.2	0.1	-0.2	Cutibacterium acnes	0.1	8.3	-0.2	8.9	-0.2	Cutibacterium acnes	12.0	Cutibacterium acnes	7.574036203893055e-05	0.002939622142951513
2	2	4	Bacteria	561	0.2	-0.1	0.2	-0.1	Escherichia coli	0.2	7.1	-0.1	7.8	-0.1	Escherichia coli	9.9	Escherichia coli	0.0001514807240778611	0.002576298057867618
3	3	2	Bacteria	40323	1.1	-0.3	1.3	-0.4	Stenotrophomonas maltophilia	0.4	2.0	-0.3	2.5	-0.3	Stenotrophomonas maltophilia	0.5	Stenotrophomonas maltophilia	0.0009846247065060972	0.0008257365570088519
4	4	216	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.2	0.2	0.2	0.2	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	6.605892456070815e-05



----
./data/060618/rapid-response-007_reports/chrf_rna_0073_s73.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1301	709.6	1.4	796.9	0.3	Streptococcus pneumoniae	430.3	503.9	1.0	554.8	0.2	Streptococcus pneumoniae	297.8	Streptococcus pneumoniae	0.997371714643304	0.9702693249387898
1	1	3	Bacteria	1912216	0.2	-0.2	0.2	-0.2	Cutibacterium acnes	0.1	8.5	-0.2	9.9	-0.2	Cutibacterium acnes	9.0	Cutibacterium acnes	0.00025031289111389235	0.017313746065057714
2	2	4	Bacteria	561	0.2	-0.1	0.2	-0.1	Escherichia coli	0.4	4.1	-0.1	4.7	-0.1	Escherichia coli	6.8	Escherichia coli	0.00025031289111389235	0.008219657222805177
3	3	1	Bacteria	40323	1.5	-0.3	1.7	-0.4	Stenotrophomonas maltophilia	0.6	1.9	-0.3	2.4	-0.4	Stenotrophomonas maltophilia	1.1	Stenotrophomonas maltophilia	0.0021276595744680847	0.004197271773347324
4	4	112	Viruses	-200010699	0.0	7.8	0.0	0.0	Streptococcus phage PH10	0.0	0.0	0.0	0.0	0.0	0	0.0	Streptococcus phage PH10	0.0	0.0
5	5	175	Viruses	1982239	0.0	100.0	0.0	8.1	Pseudomonas virus PaMx25	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas virus PaMx25	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0074_s74.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	2	171	Viruses	687331	0.0	-100.0	0.2	0.2	Torque teno virus 13	0.2	3.0	100.0	18.1	27.6	Torque teno virus 12	1.7	Torque teno virus 12	0.027027027027027032	0.6033333333333334
1	1	0	Bacteria	1301	4.8	-0.2	5.3	-0.2	Streptococcus pneumoniae	3.1	4.2	-0.2	5.1	-0.2	Streptococcus pneumoniae	2.5	Streptococcus pneumoniae	0.7162162162162162	0.16999999999999998
2	4	169	Viruses	687332	0.0	-0.1	0.0	-0.1	TTV-like mini virus	0.0	1.2	1.8	3.0	2.0	TTV-like mini virus	0.4	TTV-like mini virus	0.0	0.1
3	3	3	Bacteria	1912216	0.2	-0.2	0.2	-0.2	Cutibacterium acnes	0.1	1.6	-0.2	1.7	-0.2	Cutibacterium acnes	1.8	Cutibacterium acnes	0.027027027027027032	0.056666666666666664
4	5	10	Bacteria	561	0.1	-0.1	0.1	-0.1	Escherichia coli	0.1	1.0	-0.1	1.2	-0.1	Escherichia coli	1.6	Escherichia coli	0.013513513513513516	0.04
5	6	2	Bacteria	40323	1.1	-0.3	1.4	-0.4	Stenotrophomonas maltophilia	0.6	0.7	-0.4	0.9	-0.4	Stenotrophomonas maltophilia	0.2	Stenotrophomonas maltophilia	0.1891891891891892	0.030000000000000002
6	0	1	Viruses	-200687329	1.5	3.1	0.0	0.0	Torque teno virus	1.4	133.4	99.0	0.0	0.0	Torque teno virus	77.8	Torque teno virus	0.0	0.0
7	7	4	Viruses	10375	0.2	1.1	0.2	1.1	Human gammaherpesvirus 4	0.2	0.0	0.0	0.0	0.0	0	0.0	Human gammaherpesvirus 4	0.027027027027027032	0.0
8	8	157	Viruses	1511911	0.0	100.0	0.0	100.0	Primate tetraparvovirus 1	0.0	0.0	0.0	0.0	0.0	0	0.0	Primate tetraparvovirus 1	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0075_s75.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1301	51.0	-0.1	58.5	-0.2	Streptococcus pneumoniae	32.3	7.9	-0.2	9.3	-0.2	Streptococcus pneumoniae	5.3	Streptococcus pneumoniae	0.9055727554179568	0.7265625000000001
1	1	1	Bacteria	1912216	2.6	-0.2	2.7	-0.2	Cutibacterium acnes	1.0	1.6	-0.2	1.6	-0.2	Cutibacterium acnes	1.5	Cutibacterium acnes	0.041795665634674926	0.12500000000000003
2	2	13	Bacteria	561	0.3	-0.1	0.3	-0.1	Escherichia coli	0.5	0.6	-0.1	0.7	-0.1	Escherichia coli	1.1	Escherichia coli	0.0046439628482972135	0.0546875
3	3	3	Bacteria	40323	0.8	-0.4	1.2	-0.4	Stenotrophomonas maltophilia	0.3	0.5	-0.4	0.7	-0.4	Stenotrophomonas maltophilia	0.3	Stenotrophomonas maltophilia	0.018575851393188854	0.0546875
4	5	2	Bacteria	1269	1.2	-0.2	1.2	-0.2	Micrococcus luteus	0.6	0.2	-0.2	0.3	-0.2	Micrococcus luteus	0.1	Micrococcus luteus	0.018575851393188854	0.0234375
5	6	6	Bacteria	57493	0.5	-0.2	0.6	-0.2	Kocuria palustris	0.4	0.1	-0.2	0.1	-0.2	Kocuria palustris	0.1	Kocuria palustris	0.009287925696594427	0.007812500000000002
6	7	58	Bacteria	590	0.1	-0.2	0.1	-0.2	Salmonella enterica	0.1	0.1	-0.2	0.1	-0.2	Salmonella enterica	0.6	Salmonella enterica	0.0015479876160990715	0.007812500000000002
7	4	689	Viruses	-200687329	0.0	0.0	0.0	0.0	0	0.0	0.4	0.6	0.0	0.0	Torque teno virus	0.2	0	0.0	0.0
8	8	18	Viruses	-200	0.2	68.1	0.0	0.0	Streptococcus phage IPP28	0.0	0.0	0.0	0.0	0.0	0	0.0	Streptococcus phage IPP28	0.0	0.0
9	9	256	Viruses	-200010744	0.0	-100.0	0.0	0.0	Roseobacter virus SIO1	0.0	0.0	0.0	0.0	0.0	0	0.0	Roseobacter virus SIO1	0.0	0.0
10	10	273	Viruses	-200010699	0.0	-100.0	0.0	0.0	Mycobacterium phage ZoeJ	0.0	0.0	0.0	0.0	0.0	0	0.0	Mycobacterium phage ZoeJ	0.0	0.0
11	11	274	Viruses	-200010662	0.0	-100.0	0.0	0.0	Shewanella sp. phage 1/40	0.0	0.0	0.0	0.0	0.0	0	0.0	Shewanella sp. phage 1/40	0.0	0.0
12	12	633	Viruses	1623274	0.0	100.0	0.0	6.7	Staphylococcus phage phi575	0.0	0.0	0.0	0.0	0.0	0	0.0	Staphylococcus phage phi575	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0076_s76.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1301	223.2	0.3	248.2	-0.0	Streptococcus pneumoniae	123.0	141.0	0.1	356.2	0.0	Streptococcus pneumoniae	126.1	Streptococcus pneumoniae	0.7712865133623369	0.7281275551921504
1	2	48	Bacteria	561	0.4	-0.1	0.4	-0.1	Escherichia coli	0.5	21.7	-0.1	24.1	-0.1	Escherichia coli	35.0	Escherichia coli	0.0012430080795525174	0.04926410466067049
2	3	15	Bacteria	1912216	2.0	-0.2	2.0	-0.2	Cutibacterium acnes	0.6	19.1	-0.2	21.6	-0.2	Cutibacterium acnes	26.4	Cutibacterium acnes	0.0062150403977625866	0.04415372035977106
3	4	4	Bacteria	67575	7.6	6.2	7.6	5.0	Rheinheimera sp. F8	8.7	15.1	12.6	16.0	10.7	Rheinheimera sp. F8	1.0	Rheinheimera sp. F8	0.02361715351149783	0.032706459525756335
4	14	56	Bacteria	1716	0.3	-0.3	1.5	-0.3	Corynebacterium singulare	0.1	0.9	-0.3	9.9	-0.2	Corynebacterium aurimucosum	0.2	Corynebacterium aurimucosum	0.0046612802983219395	0.020237121831561733
5	22	21	Bacteria	286	1.6	-0.3	9.4	-0.3	Pseudomonas putida	0.4	0.6	-0.3	9.6	-0.3	Pseudomonas fluorescens	0.2	Pseudomonas fluorescens	0.029210689869484156	0.019623875715453803
6	17	25	Bacteria	80865	1.3	-0.1	3.8	-0.2	Delftia tsuruhatensis	0.1	0.9	-0.4	6.0	-0.2	Delftia acidovorans	0.2	Delftia acidovorans	0.011808576755748914	0.012264922322158627
7	5	16	Bacteria	40323	1.9	-0.3	3.1	-0.3	Stenotrophomonas maltophilia	1.0	3.5	-0.3	4.7	-0.3	Stenotrophomonas maltophilia	1.1	Stenotrophomonas maltophilia	0.00963331261653201	0.009607522485690925
8	7	31	Bacteria	59732	1.1	-0.2	1.9	-0.2	Chryseobacterium indologenes	0.2	1.8	-0.2	4.6	-0.2	Chryseobacterium indologenes	0.1	Chryseobacterium indologenes	0.005904288377874457	0.009403107113654946
9	23	20	Bacteria	41275	1.7	-0.1	3.9	-0.3	Brevundimonas diminuta	1.2	0.5	-0.0	4.4	-0.3	Brevundimonas subvibrioides	0.1	Brevundimonas subvibrioides	0.012119328775637043	0.008994276369582993
10	13	8	Bacteria	469	4.3	-0.1	7.0	-0.1	Acinetobacter junii	1.7	1.2	-0.1	4.3	-0.1	Acinetobacter junii	0.3	Acinetobacter junii	0.021752641392169054	0.008789860997547016
11	6	27	Bacteria	590	1.2	0.0	1.2	0.0	Salmonella enterica	0.8	3.4	0.6	3.4	0.5	Salmonella enterica	13.9	Salmonella enterica	0.0037290242386575517	0.006950122649223222
12	12	29	Bacteria	28065	1.2	0.1	3.7	-0.2	Rhodoferax saidenbachensis	0.8	1.2	-0.3	3.3	-0.2	Rhodoferax koreense	0.1	Rhodoferax saidenbachensis	0.011497824735860786	0.006745707277187245
13	9	135	Bacteria	724	0.1	-0.2	0.1	-0.4	Haemophilus influenzae	0.1	1.7	-0.3	2.6	-0.3	[Haemophilus] ducreyi	0.1	[Haemophilus] ducreyi	0.00031075201988812936	0.005314799672935405
14	8	80	Bacteria	547	0.2	-0.2	2.1	-0.2	Enterobacter cloacae	0.2	1.7	-0.1	2.4	-0.2	Enterobacter cloacae	0.3	Enterobacter cloacae	0.006525792417650716	0.004905968928863451
15	11	69	Bacteria	237	0.2	-0.1	0.2	-0.4	Flavobacterium indicum	0.3	1.3	0.8	2.4	-0.2	Flavobacterium indicum	0.2	Flavobacterium indicum	0.0006215040397762587	0.004905968928863451
16	33	149	Bacteria	1763	0.1	-0.3	0.7	-0.3	Mycobacterium abscessus	0.3	0.2	-0.3	2.2	-0.3	Mycobacterium abscessus	12.6	Mycobacterium abscessus	0.002175264139216905	0.004497138184791497
17	19	127	Bacteria	1839	0.1	-0.2	0.1	-0.3	Nocardioides dokdonensis	0.1	0.8	-0.2	2.0	-0.2	Nocardioides dokdonensis	0.1	Nocardioides dokdonensis	0.00031075201988812936	0.004088307440719542
18	21	1	Bacteria	642	12.0	1.4	14.9	0.5	Aeromonas hydrophila	1.9	0.8	-0.2	1.8	-0.2	Aeromonas hydrophila	0.2	Aeromonas hydrophila	0.046302050963331266	0.0036794766966475882
19	10	10	Bacteria	16	3.1	9.3	3.2	9.5	Methylophilus sp. TWE2	1.4	1.4	4.0	1.7	4.8	Methylophilus sp. TWE2	0.1	Methylophilus sp. TWE2	0.00994406463642014	0.003475061324611611
20	18	49	Bacteria	570	0.4	-0.3	0.5	-0.3	Klebsiella pneumoniae	0.2	0.8	-0.3	1.5	-0.3	Klebsiella pneumoniae	3.6	Klebsiella pneumoniae	0.0015537600994406466	0.003066230580539657
21	20	60	Bacteria	958	0.3	0.1	0.3	-0.1	Bdellovibrio bacteriovorus	0.8	0.8	0.6	1.3	0.2	Bdellovibrio bacteriovorus	0.3	Bdellovibrio bacteriovorus	0.0009322560596643879	0.0026573998364677024
22	27	33	Bacteria	283	1.1	-0.3	3.3	-0.2	Comamonas aquatica	0.6	0.3	-0.3	1.3	-0.2	Comamonas aquatica	0.1	Comamonas aquatica	0.010254816656308266	0.0026573998364677024
23	35	54	Bacteria	1298	0.3	-0.2	0.4	-0.2	Deinococcus radiodurans	0.2	0.1	-0.3	1.0	-0.2	Deinococcus radiodurans	0.2	Deinococcus radiodurans	0.0012430080795525174	0.002044153720359771
24	16	14	Bacteria	88	2.3	-0.3	2.3	-0.3	Leptothrix cholodnii	0.8	0.9	-0.3	0.9	-0.3	Leptothrix cholodnii	0.1	Leptothrix cholodnii	0.007147296457426974	0.0018397383483237941



----
./data/060618/rapid-response-007_reports/chrf_rna_0085_s85.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	2	0	Bacteria	1301	96.3	0.0	108.1	-0.1	Streptococcus pneumoniae	57.2	17.5	-0.0	105.0	-0.1	Streptococcus sanguinis	1.4	Streptococcus pneumoniae	0.9712488769092543	0.45791539467945924
1	0	1	Bacteria	1912216	1.2	-0.2	1.2	-0.2	Cutibacterium acnes	0.4	60.3	-0.0	68.8	0.0	Cutibacterium acnes	114.0	Cutibacterium acnes	0.01078167115902965	0.30004361098996946
2	1	25	Bacteria	561	0.1	-0.1	0.1	-0.1	Escherichia coli	0.1	32.8	-0.0	37.0	-0.0	Escherichia coli	68.2	Escherichia coli	0.0008984725965858043	0.16136066288704753
3	4	16	Bacteria	286	0.1	-0.4	0.3	-0.3	Pseudomonas stutzeri	0.1	0.9	-0.3	10.1	-0.3	Pseudomonas putida	0.2	Pseudomonas putida	0.0026954177897574125	0.04404709986916703
4	3	2	Bacteria	40323	1.0	-0.3	1.4	-0.4	Stenotrophomonas maltophilia	0.4	4.9	-0.3	6.9	-0.3	Stenotrophomonas maltophilia	2.8	Stenotrophomonas maltophilia	0.012578616352201259	0.030091583078935894
5	5	320	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.6	0.8	0.7	0.9	Human mastadenovirus C	0.3	Human mastadenovirus C	0.0	0.0030527692978630614
6	6	8	Bacteria	283	0.1	-0.3	0.1	-0.2	Comamonas aquatica	0.1	0.3	-0.2	0.7	-0.2	Comamonas testosteroni	0.1	Comamonas testosteroni	0.0008984725965858043	0.0030527692978630614
7	7	342	Viruses	186765	0.0	0.0	0.0	0.0	0	0.0	0.1	100.0	0.1	0.0	Enterobacteria phage phi80	0.1	Enterobacteria phage phi80	0.0	0.00043610989969472314
8	8	128	Viruses	-200687329	0.0	-100.0	0.0	0.0	Small anellovirus	0.0	0.0	0.0	0.0	0.0	0	0.0	Small anellovirus	0.0	0.0
9	9	186	Viruses	687332	0.0	-100.0	0.0	-100.0	Torque teno mini virus 7	0.0	0.0	0.0	0.0	0.0	0	0.0	Torque teno mini virus 7	0.0	0.0
10	10	240	Viruses	10358	0.0	1.6	0.1	-0.1	Human betaherpesvirus 5	0.1	0.0	0.0	0.0	0.0	0	0.0	Human betaherpesvirus 5	0.0008984725965858043	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0086_s86.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	1	0	Bacteria	1301	55.8	-0.1	63.2	-0.2	Streptococcus pneumoniae	38.4	52.6	-0.1	82.0	-0.1	Streptococcus pneumoniae	41.1	Streptococcus pneumoniae	0.9418777943368106	0.66884176182708
1	2	11	Bacteria	561	0.1	-0.1	0.1	-0.1	Escherichia coli	0.4	16.5	-0.1	18.0	-0.1	Escherichia coli	22.0	Escherichia coli	0.0014903129657228018	0.1468189233278956
2	3	1	Bacteria	1912216	1.2	-0.2	1.2	-0.2	Cutibacterium acnes	0.4	9.6	-0.2	10.4	-0.2	Cutibacterium acnes	9.5	Cutibacterium acnes	0.017883755588673618	0.08482871125611746
3	4	20	Bacteria	1678	0.1	-0.1	0.1	-0.2	Bifidobacterium breve	0.1	2.6	2.4	3.3	-0.0	Bifidobacterium thermophilum	0.2	Bifidobacterium thermophilum	0.0014903129657228018	0.026916802610114192
4	5	2	Bacteria	40323	1.0	-0.3	1.2	-0.4	Stenotrophomonas maltophilia	0.5	2.3	-0.3	2.9	-0.3	Stenotrophomonas maltophilia	0.9	Stenotrophomonas maltophilia	0.017883755588673618	0.02365415986949429
5	6	15	Bacteria	469	0.1	-0.1	0.2	-0.1	Acinetobacter junii	0.1	0.7	-0.2	2.1	-0.1	Acinetobacter johnsonii	0.1	Acinetobacter johnsonii	0.0029806259314456036	0.017128874388254486
6	8	5	Bacteria	150247	0.2	-0.2	0.2	-0.2	Anoxybacillus flavithermus	0.1	0.5	0.4	1.6	0.2	Anoxybacillus amylolyticus	0.4	Anoxybacillus amylolyticus	0.0029806259314456036	0.013050570962479609
7	10	6	Bacteria	57493	0.2	-0.2	0.4	-0.2	Kocuria palustris	0.1	0.2	-0.2	0.9	-0.2	Kocuria palustris	0.1	Kocuria palustris	0.005961251862891207	0.00734094616639478
8	7	3	Bacteria	1269	0.4	-0.2	0.4	-0.2	Micrococcus luteus	0.1	0.5	-0.2	0.7	-0.2	Micrococcus luteus	0.1	Micrococcus luteus	0.005961251862891207	0.005709624796084828
9	9	534	Viruses	687332	0.0	0.0	0.0	0.0	0	0.0	0.3	0.2	0.6	0.3	Torque teno mini virus 5	0.1	Torque teno mini virus 5	0.0	0.004893964110929854
10	11	14	Bacteria	233191	0.1	-0.0	0.1	-0.0	Caldilinea aerophila	0.1	0.1	-0.0	0.1	-0.0	Caldilinea aerophila	0.3	Caldilinea aerophila	0.0014903129657228018	0.0008156606851549756
11	0	36	Viruses	-200687329	0.1	-0.0	0.0	0.0	Torque teno virus	0.1	56.7	99.0	0.0	0.0	Torque teno virus	45.9	Torque teno virus	0.0	0.0
12	12	290	Viruses	687331	0.0	-100.0	0.0	-0.1	Torque teno virus 13	0.0	0.0	0.0	0.0	0.0	0	0.0	Torque teno virus 13	0.0	0.0
13	13	291	Viruses	687333	0.0	-100.0	0.0	100.0	Torque teno midi virus 1	0.0	0.0	0.0	0.0	0.0	0	0.0	Torque teno midi virus 1	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0087_s87.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	2	Bacteria	1912216	0.4	-0.2	0.4	-0.2	Cutibacterium acnes	0.2	17.2	-0.2	17.4	-0.2	Cutibacterium acnes	11.4	Cutibacterium acnes	0.009433962264150943	0.5337423312883434
1	1	4	Bacteria	561	0.2	-0.1	0.2	-0.1	Escherichia coli	0.1	8.1	-0.1	9.5	-0.1	Escherichia coli	11.3	Escherichia coli	0.0047169811320754715	0.2914110429447852
2	3	0	Bacteria	1301	36.0	-0.1	40.6	-0.2	Streptococcus pneumoniae	20.8	1.4	-0.2	3.1	-0.2	Streptococcus pneumoniae	1.5	Streptococcus pneumoniae	0.9575471698113207	0.09509202453987728
3	2	1	Bacteria	40323	1.0	-0.3	1.2	-0.4	Stenotrophomonas maltophilia	0.6	1.6	-0.3	2.2	-0.4	Stenotrophomonas maltophilia	1.0	Stenotrophomonas maltophilia	0.028301886792452824	0.0674846625766871
4	5	266	Viruses	186765	0.0	0.0	0.0	0.0	0	0.0	0.2	100.0	0.2	0.0	Enterobacteria phage phi80	0.2	Enterobacteria phage phi80	0.0	0.006134969325153373
5	6	271	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.1	-0.0	0.1	0.0	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.0030674846625766863
6	7	276	Viruses	687331	0.0	0.0	0.0	0.0	0	0.0	0.1	13.6	0.1	0.0	Torque teno virus 3	0.1	Torque teno virus 3	0.0	0.0030674846625766863
7	4	265	Viruses	-200687329	0.0	0.0	0.0	0.0	0	0.0	0.2	0.2	0.0	0.0	Torque teno virus	0.1	0	0.0	0.0
8	8	193	Viruses	1511911	0.0	100.0	0.0	100.0	Primate tetraparvovirus 1	0.0	0.0	0.0	0.0	0.0	0	0.0	Primate tetraparvovirus 1	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0088_s88.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	308865	1451.0	4.0	1534.0	2.4	Elizabethkingia anophelis	1245.5	54.4	0.0	116.5	0.1	Elizabethkingia anophelis	45.9	Elizabethkingia anophelis	0.997010269075783	0.5727630285152409
1	2	5	Bacteria	561	0.2	-0.1	0.2	-0.1	Escherichia coli	0.2	26.0	-0.1	29.8	-0.1	Escherichia coli	39.3	Escherichia coli	0.00012998830105290522	0.14650934119960668
2	3	2	Bacteria	1912216	0.9	-0.2	0.9	-0.2	Cutibacterium acnes	0.2	22.4	-0.2	25.8	-0.1	Cutibacterium acnes	47.7	Cutibacterium acnes	0.0005849473547380735	0.12684365781710916
3	4	10	Bacteria	1269	0.1	-0.2	0.1	-0.2	Micrococcus luteus	0.1	3.8	-0.2	11.4	-0.2	Micrococcus luteus	0.4	Micrococcus luteus	6.499415052645261e-05	0.05604719764011799
4	9	6	Bacteria	1301	0.2	-0.2	0.4	-0.2	Streptococcus pneumoniae	0.1	0.7	-0.2	7.7	-0.2	Streptococcus mitis	0.2	Streptococcus mitis	0.00025997660210581045	0.037856440511307765
5	5	14	Bacteria	57493	0.1	-0.2	0.1	-0.2	Kocuria palustris	0.1	3.2	-0.1	4.8	-0.2	Kocuria palustris	1.4	Kocuria palustris	6.499415052645261e-05	0.02359882005899705
6	6	1	Bacteria	40323	1.2	-0.3	1.5	-0.4	Stenotrophomonas maltophilia	0.6	2.8	-0.3	4.0	-0.3	Stenotrophomonas maltophilia	1.6	Stenotrophomonas maltophilia	0.0009749122578967892	0.01966568338249754
7	8	4	Bacteria	547	0.4	-0.2	1.2	-0.2	Enterobacter hormaechei	0.1	1.2	-0.1	1.4	-0.2	Enterobacter cloacae	0.1	Enterobacter cloacae	0.0007799298063174313	0.006882989183874139
8	7	8	Bacteria	34084	0.2	-0.2	0.2	-0.2	Riemerella anatipestifer	4.8	1.2	-0.1	1.2	-0.1	Riemerella anatipestifer	6.0	Riemerella anatipestifer	0.00012998830105290522	0.0058997050147492625
9	10	691	Viruses	186765	0.0	0.0	0.0	0.0	0	0.0	0.3	100.0	0.4	0.2	Enterobacteria phage phi80	0.1	Enterobacteria phage phi80	0.0	0.0019665683382497543
10	13	717	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.1	-0.0	0.2	0.1	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.0009832841691248771
11	12	715	Viruses	67753	0.0	0.0	0.0	0.0	0	0.0	0.1	100.0	0.1	100.0	Cucurbit chlorotic yellows virus	0.1	Cucurbit chlorotic yellows virus	0.0	0.0004916420845624386
12	14	718	Viruses	12195	0.0	0.0	0.0	0.0	0	0.0	0.1	11.0	0.1	-0.0	Zucchini yellow mosaic virus	0.1	Zucchini yellow mosaic virus	0.0	0.0004916420845624386
13	1	3	Bacteria	-200	0.5	-0.5	0.0	0.0	uncultured bacterium	15.1	36.1	-0.4	0.0	0.0	uncultured bacterium	56.7	uncultured bacterium	0.0	0.0
14	11	708	Viruses	-200039724	0.0	0.0	0.0	0.0	0	0.0	0.1	100.0	0.0	0.0	Dromedary stool-associated circular ssDNA virus	0.1	0	0.0	0.0
15	15	626	Viruses	1982251	0.0	0.2	0.0	-0.1	Propionibacterium virus MrAK	0.0	0.0	0.0	0.0	0.0	0	0.0	Propionibacterium virus MrAK	0.0	0.0
16	16	627	Viruses	1982239	0.0	7.8	0.0	7.8	Pseudomonas virus NP1	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas virus NP1	0.0	0.0
